Account_length;Total_day_minutes;Total_day_charge;Total_eve_minutes;Total_eve_charge;Total_intl_minutes;Total_intl_calls;Total_intl_charge;Customer_service_calls;Churn_1;International_planNo;International_planYes;Voice_mail_planNo;Voice_mail_planYes;PrinComp_1;PrinComp_2;PrinComp_3;PrinComp_4;PrinComp_5;PrinComp_6;PrinComp_7;PrinComp_8;PrinComp_9;PrinComp_10;PrinComp_11;PrinComp_12;PrinComp_13;PrinComp_14
167.0;244.8;41.62;60.8;5.17;10.7;3.0;2.89;2.0;0.0;0.0;1.0;1.0;0.0;2.20262;-1.8742989;5.00954;2.92907;-0.0112703;0.83243;0.13285;1.63704;0.90914;-0.00027143;-0.00034396;0.0002628;7.3867e-14;-1.4538e-14
89.0;209.9;35.68;249.8;21.23;8.7;7.0;2.35;1.0;0.0;1.0;0.0;0.0;1.0;-0.1483329;-0.8302338;-2.0537614;0.23628;-1.6740649;0.63991;0.39181;-1.10103319;0.11481;-0.00038485;0.00047357;-0.00025697;-7.3635e-14;-9.6796e-15
73.0;213.0;36.21;188.8;16.05;13.5;3.0;3.65;0.0;0.0;1.0;0.0;1.0;0.0;0.00551;-0.0756603;1.21769;-1.7480885;0.12303;0.88855;-1.2458666;-0.22195544;-0.16232023;-0.004372;-0.00032393;-6.7931e-05;-1.4845e-13;1.0587e-13
1.0;144.8;24.62;112.5;9.56;13.8;3.0;3.73;1.0;0.0;1.0;0.0;1.0;0.0;-1.7685794;0.15054;2.90389;-0.78452193;0.52912;-0.71386;-1.9559567;-1.29926694;-0.43990026;-0.0033302;0.00045588;0.00021837;5.7048e-14;-1.4171e-13
60.0;135.4;23.02;205.9;17.5;7.9;4.0;2.13;1.0;0.0;1.0;0.0;1.0;0.0;-0.6751061;1.52093;-0.3401162;0.72389;0.77901;0.06942;-0.8635985;-0.65461497;-0.11359589;0.0032093;0.00026868;0.00010848;1.3543e-13;-1.0186e-13
77.0;67.7;11.51;195.7;16.63;12.0;2.0;3.24;1.0;0.0;1.0;0.0;1.0;0.0;-2.2619662;0.43391;0.28451;-0.16543017;2.24185;-0.33036;-1.0779864;0.28522;-0.35919992;0.0005432;0.00083526;-9.4641e-06;7.7753e-14;-1.6264e-13
76.0;224.4;38.15;147.9;12.57;6.7;2.0;1.81;2.0;0.0;1.0;0.0;1.0;0.0;0.55101;1.9717;1.16289;0.93139;-1.3163739;-0.27062;-1.0841765;0.22223;0.40711;-0.00067117;0.00026009;8.1949e-05;4.1227e-14;-7.3158e-14
63.0;153.5;26.1;287.3;24.42;6.5;5.0;1.76;2.0;0.0;1.0;0.0;1.0;0.0;0.46965;1.65831;-2.4542158;0.53685;1.02593;-0.13202;-0.5077303;-0.92594777;0.70243;-0.0042727;0.00013439;0.00031718;4.9998e-14;-1.0502e-13
150.0;174.4;29.65;169.9;14.44;11.0;4.0;2.97;1.0;0.0;1.0;0.0;0.0;1.0;-1.5601306;-1.250098;0.05391;0.24796;-1.5494738;0.47244;0.62399;0.93665;-0.29701206;0.00066936;0.0002783;0.00010184;7.9797e-14;-8.9505e-14
101.0;153.8;26.15;234.0;19.89;11.6;2.0;3.13;4.0;0.0;1.0;0.0;1.0;0.0;-0.2119336;0.35858;-0.4110119;-0.83164088;1.12727;-1.4891;-0.4039344;0.7857;1.38496;0.002399;3.3001e-05;0.00024254;1.5353e-13;-9.4363e-14
132.0;175.7;29.87;187.2;15.91;8.6;3.0;2.32;2.0;0.0;1.0;0.0;0.0;1.0;-1.1741726;-0.5948588;-0.7405541;0.99295;-1.7626011;-0.19951;0.20382;0.91362;0.14277;0.0024641;0.00036102;3.2702e-05;9.6562e-14;-9.2502e-14
158.0;155.9;26.5;224.2;19.06;8.6;8.0;2.32;2.0;0.0;1.0;0.0;1.0;0.0;-0.0099163;1.13928;-0.6054422;0.24985;0.78842;0.44897;1.91322;0.03816;0.5094;0.0026056;-0.000529;-0.00024155;-8.817e-14;1.6693e-13
114.0;154.4;26.25;221.4;18.82;10.3;5.0;2.78;0.0;0.0;1.0;0.0;0.0;1.0;-1.5356315;-1.163511;-1.3463146;0.24492;-0.8558954;0.95427;0.1511;-0.0869429;-0.59186429;0.0015283;-0.00014432;0.00012948;7.3691e-14;-1.9672e-14
77.0;209.7;35.65;183.6;15.61;7.1;3.0;1.92;2.0;0.0;1.0;0.0;0.0;1.0;-0.5460548;-0.1418741;-0.7416878;1.29079;-2.5336248;-0.39607;-0.6842557;-0.1012302;0.20898;-0.0023769;-0.00064174;5.1359e-05;-8.3516e-14;1.2099e-13
107.0;212.1;36.06;150.1;12.76;7.7;2.0;2.08;3.0;0.0;1.0;0.0;1.0;0.0;0.37765;1.66324;1.20834;0.68643;-0.9848718;-0.73657;-0.4280647;0.85237;0.80136;-0.00054289;-0.00023148;0.00016606;3.7175e-14;-4.2686e-15
48.0;152.0;25.84;258.8;22.0;15.7;5.0;4.24;2.0;1.0;1.0;0.0;0.0;1.0;-0.5757723;-2.9539317;-1.5304023;-1.97521071;0.27897;-1.9946;-0.2854675;-0.91129297;-1.88438456;-0.00014077;-0.0002948;-1.5205e-05;-3.4223e-14;6.304e-14
59.0;160.9;27.35;251.2;21.35;5.0;5.0;1.35;3.0;0.0;1.0;0.0;1.0;0.0;0.50535;2.18509;-1.7903527;1.30573;0.38931;-0.79815;-0.3513143;-0.90907635;0.94539;0.00042663;0.00033853;-0.00027037;-7.3626e-14;1.7214e-14
129.0;334.3;56.83;192.1;16.33;10.4;6.0;2.81;0.0;1.0;1.0;0.0;1.0;0.0;3.5042;0.45341;0.92813;-1.65946179;-1.9231203;0.74551;0.61894;0.07304;-1.94388369;-0.0014635;-0.00031045;-0.00011451;-1.0455e-13;1.0376e-13
50.0;188.9;32.11;203.9;17.33;11.6;8.0;3.13;3.0;0.0;1.0;0.0;1.0;0.0;0.14768;0.39963;0.52977;-0.89073083;0.41743;-0.85036;0.38849;-1.81062551;0.92517;0.0024795;0.00018213;-0.00025616;-3.6766e-14;3.2924e-14
50.0;192.6;32.74;135.2;11.49;7.9;2.0;2.13;2.0;0.0;1.0;0.0;0.0;1.0;-1.3177875;-0.1880222;0.49625;1.47583;-2.6111676;-0.85209;-1.2913468;-0.23738043;-0.0816151;0.0032184;0.00033734;-0.00018462;2.1511e-14;-2.3224e-14
116.0;217.3;36.94;216.1;18.37;11.3;3.0;3.05;2.0;0.0;1.0;0.0;1.0;0.0;0.64759;0.43618;0.20334;-1.12324666;-0.0057674;0.10756;-0.290677;0.62245;0.77413;0.0013337;-0.00026543;-0.00012489;-4.5093e-14;8.4716e-14
52.0;169.3;28.78;225.9;19.2;8.2;3.0;2.21;0.0;0.0;1.0;0.0;0.0;1.0;-1.1665753;-0.5200725;-1.7247249;0.83597;-1.3708085;0.56034;-1.4079221;-0.68125572;-0.57191466;0.0040885;0.00025952;-9.5523e-05;6.9916e-14;-4.01e-14
12.0;216.7;36.84;116.5;9.9;9.8;4.0;2.65;2.0;0.0;0.0;1.0;1.0;0.0;2.10914;-1.6531643;3.50774;3.04333;0.76372;-0.10629;-1.9921138;-1.4464568;0.91073;-0.0032762;0.00040612;3.0456e-05;-2.2722e-14;-7.338e-14
105.0;246.4;41.89;256.2;21.78;3.8;4.0;1.03;0.0;0.0;1.0;0.0;1.0;0.0;1.90862;2.43813;-1.8295258;0.97043;-1.0100724;1.68774;-0.5818338;-0.08903502;0.15216;-0.0035909;-0.00049311;0.00010726;-7.4403e-14;8.0441e-14
104.0;156.2;26.55;193.0;16.41;13.1;5.0;3.54;1.0;0.0;1.0;0.0;1.0;0.0;-0.7722445;0.01807;0.85598;-1.17555997;1.02847;0.36208;0.06943;-0.10965747;0.01948;-0.0022355;-0.0008283;-0.00034003;-2.5703e-13;2.7973e-13
13.0;146.4;24.89;148.5;12.62;11.3;3.0;3.05;1.0;0.0;1.0;0.0;1.0;0.0;-1.2550828;0.7528;1.63703;-0.16241127;0.50429;-0.47547;-1.8200049;-1.14358104;-0.30076631;0.0012937;0.00043368;9.0304e-05;1.0118e-13;-1.1934e-13
67.0;167.8;28.53;167.7;14.25;8.4;12.0;2.27;1.0;0.0;1.0;0.0;1.0;0.0;-0.3070015;1.37526;0.86059;0.60641;0.14165;0.54833;1.58636;-2.68122726;-0.18551726;-0.0011375;0.00070134;0.00025994;1.4154e-13;-2.1332e-13
148.0;252.9;42.99;284.3;24.17;12.3;1.0;3.32;1.0;0.0;1.0;0.0;0.0;1.0;0.51975;-1.9612207;-2.2609376;-1.61527127;-1.6800962;0.94066;-0.5934533;1.52936;0.58441;0.0012751;-0.00075412;-0.00025165;-1.3936e-13;2.2058e-13
116.0;201.8;34.31;231.5;19.68;16.5;5.0;4.46;0.0;0.0;1.0;0.0;1.0;0.0;-0.020274;-1.0949329;0.61809;-3.02149572;1.09419;1.28261;-0.0614223;-0.01762154;0.04499;-0.0041862;-0.00041072;0.00023609;-2.6941e-14;2.6096e-14
131.0;94.4;16.05;215.1;18.28;13.1;9.0;3.54;2.0;0.0;1.0;0.0;1.0;0.0;-1.4970124;-0.067684;0.13182;-0.82994507;2.2497;-0.071391;1.88651;-0.62528725;0.25105;-0.0018787;0.00060623;8.4448e-05;4.5557e-14;-1.3594e-13
119.0;190.4;32.37;215.6;18.33;10.0;1.0;2.7;2.0;0.0;1.0;0.0;1.0;0.0;0.25058;0.84273;-0.1078055;-0.46883108;0.21619;-0.066458;-0.7794574;1.2331;0.65357;0.00034844;-0.00063425;0.00010036;-4.8474e-15;9.0878e-14
94.0;243.2;41.34;147.0;12.5;7.2;4.0;1.94;4.0;0.0;0.0;1.0;1.0;0.0;3.2222;-1.0792441;2.41108;3.62899;0.2771;-0.5112;-0.4774712;0.06943;1.97701;0.0043057;-0.00089911;-0.00028407;-9.9771e-14;2.4392e-13
217.0;176.4;29.99;158.8;13.5;9.3;3.0;2.51;4.0;0.0;1.0;0.0;1.0;0.0;-0.1110822;1.11288;1.07967;0.36788;-0.1107254;-0.72146;1.75876;2.63641;1.1846;0.0016702;-0.00030559;9.0648e-05;4.7222e-14;2.3154e-14
161.0;178.1;30.28;146.5;12.45;8.5;2.0;2.3;1.0;0.0;1.0;0.0;1.0;0.0;-0.4004132;1.43092;1.27562;0.61883;-0.328071;0.65637;0.12325;1.72723;-0.10655217;-0.0042035;0.00048531;0.00012543;2.5356e-15;-1.1374e-13
67.0;201.4;34.24;97.6;8.3;7.0;3.0;1.89;0.0;0.0;1.0;0.0;1.0;0.0;-0.3944029;2.04543;2.35856;1.29263;-1.3045753;0.68265;-1.1513854;-0.25783534;-0.72213835;0.00026951;-0.0006647;0.00011653;-2.4049e-15;9.221e-14
132.0;174.5;29.67;245.6;20.88;10.3;9.0;2.78;1.0;0.0;1.0;0.0;0.0;1.0;-0.8429905;-1.3021573;-1.8271879;-0.02801366;-0.9051062;0.82789;1.69386;-0.83266269;-0.01125399;0.001714;-0.00068825;0.00038584;1.372e-13;4.8643e-15
134.0;205.3;34.9;240.5;20.44;5.0;9.0;1.35;1.0;0.0;1.0;0.0;1.0;0.0;1.17219;2.09444;-1.3685022;1.01441;-0.2729299;1.28089;1.57846;-0.80669183;0.31456;0.00054933;0.0003741;-0.00011208;-2.96e-15;-4.024e-14
44.0;143.2;24.34;169.8;14.43;7.6;4.0;2.05;1.0;0.0;1.0;0.0;1.0;0.0;-0.8110907;1.71449;0.52185;1.02791;0.3013;-0.096144;-1.0646544;-0.90735311;-0.25854008;0.002259;0.00050425;-0.00035121;-5.3697e-14;1.3381e-15
53.0;25.9;4.4;206.5;17.55;6.5;7.0;1.76;1.0;0.0;1.0;0.0;0.0;1.0;-3.5056911;0.06274;-1.9892355;2.67088;0.55302;-0.48588;0.2134;-1.5577584;-0.91455238;-0.0038541;0.00051119;-0.00026432;-1.4791e-13;2.5328e-15
108.0;154.2;26.21;112.3;9.55;15.4;4.0;4.16;4.0;1.0;1.0;0.0;1.0;0.0;-0.3625094;-0.6004866;2.99624;-1.42148612;0.734;-3.0311;0.7783;0.76351;-1.39260197;-0.00095262;-0.00071878;-0.00034383;-2.2212e-13;2.5308e-13
80.0;322.3;54.79;222.0;18.87;6.7;8.0;1.81;0.0;1.0;1.0;0.0;1.0;0.0;3.81458;1.44602;-0.3766856;-0.47062899;-1.9240861;0.62517;0.43904;-1.39236382;-1.96312031;-0.00057744;-7.5558e-05;-9.7091e-05;-5.886e-14;4.8189e-14
88.0;215.6;36.65;216.2;18.38;11.8;1.0;3.19;3.0;0.0;1.0;0.0;1.0;0.0;0.59398;0.33095;0.26787;-1.27042168;0.02528;-0.80297;-1.1368556;0.73325;1.16693;-0.0034057;-0.0004784;-0.00021842;-2.0258e-13;1.7875e-13
82.0;208.8;35.5;213.7;18.16;12.4;6.0;3.35;3.0;0.0;0.0;1.0;1.0;0.0;2.6901;-2.7362594;1.5252;1.53482;2.09602;0.03658;-0.3136909;-0.76463422;1.78873;-0.0011788;0.00072967;0.00025381;1.4115e-13;-2.1726e-13
115.0;245.2;41.68;159.0;13.52;7.2;8.0;1.94;0.0;0.0;1.0;0.0;1.0;0.0;0.94759;1.70156;1.0883;0.48757;-1.3351459;1.61427;0.8797;-0.8630741;-0.2560952;0.004173;-0.00093043;-0.00029375;-1.0982e-13;2.5419e-13
93.0;98.4;16.73;249.6;21.22;14.2;4.0;3.83;1.0;0.0;1.0;0.0;1.0;0.0;-1.4394192;-0.3946195;-0.5523213;-1.54374954;2.54172;0.11565;-0.390226;-0.04454247;0.04417;0.0043187;-0.00064259;0.00012773;9.0299e-14;6.4565e-14
72.0;217.8;37.03;189.7;16.12;10.4;5.0;2.81;4.0;0.0;1.0;0.0;1.0;0.0;0.6674;0.77192;0.74649;-0.55630778;-0.3703802;-1.3458;-0.0027135;-0.55586947;1.39916;-0.0013544;0.00073723;0.00022357;1.2516e-13;-2.0799e-13
98.0;179.9;30.58;189.2;16.08;12.8;7.0;3.46;3.0;0.0;1.0;0.0;0.0;1.0;-1.3016316;-1.8195736;-0.0509963;-0.50213255;-1.2423647;-0.89268;0.99139;-0.69453474;0.58274;-0.002926;0.00032649;-0.00027301;-1.4658e-13;3.6173e-14
118.0;140.4;23.87;187.1;15.9;7.9;1.0;2.13;0.0;0.0;1.0;0.0;1.0;0.0;-0.8129424;1.56091;0.07274;0.78515;0.52358;0.88033;-0.9962687;1.14913;-0.5163185;0.0031383;0.00063876;7.8105e-05;1.5253e-13;-1.6425e-13
55.0;189.0;32.13;118.5;10.07;17.1;6.0;4.62;0.0;0.0;1.0;0.0;1.0;0.0;-1.1967122;-0.9020215;3.44111;-2.33607349;0.38825;0.54602;-0.5120844;-1.23472084;-0.55669567;-0.002265;0.00038967;-7.3636e-05;-4.5482e-14;-4.2238e-14
130.0;155.9;26.5;256.1;21.77;11.7;3.0;3.16;3.0;0.0;1.0;0.0;1.0;0.0;-0.0447659;0.23551;-0.9256703;-1.06679956;1.34325;-0.57265;0.12781;0.9426;1.10958;-0.00037524;-0.0002231;-0.0002836;-1.4329e-13;1.3473e-13
136.0;199.2;33.86;214.7;18.25;11.8;7.0;3.19;1.0;0.0;0.0;1.0;1.0;0.0;2.49515;-2.6085803;1.35572;1.75571;2.25076;1.62968;0.48878;-0.19555304;0.97732;-0.0030039;-0.00010784;-0.0003289;-2.0769e-13;1.3867e-13
107.0;157.1;26.71;162.6;13.82;12.1;6.0;3.27;1.0;0.0;1.0;0.0;1.0;0.0;-0.893602;0.37531;1.44681;-0.60731461;0.64287;0.37409;0.45749;-0.30018449;-0.13225876;-0.0021816;0.00018177;0.00016039;3.4621e-14;-7.5434e-14
91.0;154.4;26.25;168.3;14.31;11.7;4.0;3.16;5.0;1.0;1.0;0.0;1.0;0.0;0.42527;0.30452;1.06692;-0.4807289;0.72693;-3.5172;0.61264;0.43534;-0.80873221;-9.3143e-05;-0.00070429;0.00011811;-1.3063e-14;1.0087e-13
167.0;166.4;28.29;243.2;20.67;9.9;5.0;2.67;1.0;0.0;1.0;0.0;1.0;0.0;0.097;0.73634;-0.8582971;-0.46373111;0.91991;1.03312;0.95536;0.92841;0.28417;0.0033739;0.00033778;9.7226e-05;1.402e-13;-1.1279e-13
159.0;184.1;31.3;194.5;16.53;16.9;3.0;4.56;0.0;0.0;1.0;0.0;0.0;1.0;-1.7492362;-2.9964867;0.40812;-2.12123216;-0.7447059;1.0738;0.22458;1.3079;-0.44403072;0.0034487;0.00042812;0.00017068;1.8005e-13;-1.5412e-13
122.0;35.1;5.97;180.8;15.37;12.7;2.0;3.43;1.0;0.0;1.0;0.0;1.0;0.0;-2.955121;0.26388;0.61684;-0.06384406;2.72872;-0.22862;-0.3139557;1.13634;-0.52105032;-0.00024613;-0.00022061;0.0001614;4.2115e-14;-6.2114e-15
105.0;179.4;30.5;275.4;23.41;10.0;5.0;2.7;0.0;0.0;1.0;0.0;0.0;1.0;-0.6713542;-1.2406739;-2.6063308;-0.21896703;-0.8216986;1.1588;-0.1102081;-0.33135166;-0.25492592;0.00049597;-0.00015156;0.00012916;5.0821e-14;-1.3121e-14
155.0;216.7;36.84;144.3;12.27;10.8;1.0;2.92;2.0;0.0;1.0;0.0;1.0;0.0;0.11687;0.77016;1.82029;-0.43651757;-0.700118;0.07785;-0.1619518;1.94029;0.48236;-0.0033146;-0.00071417;5.4085e-06;-1.2853e-13;1.5399e-13
161.0;151.6;25.77;219.4;18.65;4.0;5.0;1.08;1.0;0.0;1.0;0.0;1.0;0.0;0.11588;2.49444;-1.2625105;1.90253;0.20355;0.98521;0.94797;0.82247;0.02237;0.00051921;-0.00013903;-0.00019137;-7.951e-14;8.5326e-14
122.0;173.6;29.51;91.7;7.79;9.7;7.0;2.62;3.0;0.0;1.0;0.0;1.0;0.0;-0.7937678;1.22173;2.84558;0.69655;-0.5442172;-0.75536;1.4084;-0.12640782;0.38606;-0.00016875;0.00072944;-0.00022094;-3.2658e-14;-7.227e-14
37.0;106.6;18.12;147.4;12.53;9.6;8.0;2.59;2.0;0.0;0.0;1.0;1.0;0.0;0.56351;-1.668208;2.36453;3.72418;2.81061;-0.13335;-0.3079695;-2.03263576;0.57425;0.0026992;-0.00018913;-0.00013849;-1.4728e-14;6.7174e-14
128.0;103.3;17.56;245.9;20.9;6.4;7.0;1.73;0.0;0.0;1.0;0.0;1.0;0.0;-0.7638999;1.77415;-1.6590211;1.18938;1.53338;1.27941;0.88554;-0.34738649;-0.46178805;-0.0012597;0.00029152;-0.00012487;-5.403e-14;-1.1152e-14
89.0;125.6;21.35;213.0;18.11;5.4;5.0;1.46;1.0;0.0;0.0;1.0;1.0;0.0;1.64503;-0.6784304;0.12622;4.56578;2.53696;1.01831;-0.6695394;-0.47051782;0.54233;-0.0012619;-0.00079919;-0.00014537;-1.5373e-13;2.0817e-13
108.0;199.3;33.88;224.2;19.06;15.2;2.0;4.1;0.0;0.0;1.0;0.0;1.0;0.0;-0.0763092;-0.6613275;0.55039;-2.4959059;0.85127;1.07369;-1.0402037;0.65589;-0.00506401;0.0040681;-0.00051866;-0.00011448;-3.8482e-15;1.1769e-13
109.0;222.2;37.77;218.5;18.57;10.9;5.0;2.94;1.0;0.0;1.0;0.0;1.0;0.0;0.73774;0.52841;0.12376;-1.05828234;-0.0640476;0.80268;0.00863;-0.11767835;0.38271;0.003214;0.00036573;-0.00035042;-4.4427e-14;2.3265e-14
29.0;157.4;26.76;145.0;12.33;9.3;2.0;2.51;1.0;0.0;1.0;0.0;1.0;0.0;-0.9399401;1.32266;1.42599;0.48811;0.03863;-0.33829;-1.8709383;-0.60457868;-0.28222849;0.0012251;-0.00081159;0.00012263;8.0867e-15;1.143e-13
119.0;160.0;27.2;209.5;17.81;8.7;5.0;2.35;5.0;1.0;0.0;1.0;0.0;1.0;2.2054;-3.7518408;-0.3770431;3.83089;0.64775;-2.6105;0.84118;0.50313;-0.24024915;0.00016556;-0.00036547;1.3851e-05;-2.1233e-14;6.6149e-14
86.0;83.5;14.2;221.1;18.79;12.6;3.0;3.4;0.0;0.0;1.0;0.0;1.0;0.0;-1.8883668;0.16789;-0.1738896;-0.70102793;2.32558;0.51175;-0.8827042;0.0734;-0.56864869;0.0023812;0.00064968;0.0003068;2.3119e-13;-2.3481e-13
92.0;134.0;22.78;206.0;17.51;9.7;4.0;2.62;0.0;0.0;1.0;0.0;0.0;1.0;-1.9951186;-0.9103785;-1.140051;0.71019;-0.7682258;0.63666;-0.4195198;-0.17768184;-0.7654166;-0.00037624;4.7723e-05;-3.4595e-05;-1.8235e-14;3.7541e-15
13.0;176.6;30.02;172.7;14.68;11.3;5.0;3.05;2.0;0.0;1.0;0.0;0.0;1.0;-1.5474248;-1.254925;0.11824;0.1269;-1.568884;-0.98641;-1.0288367;-1.7196472;0.02521;0.0014663;-0.00010232;-0.00016521;-4.4881e-14;6.4927e-14
144.0;174.8;29.72;219.6;18.67;12.8;3.0;3.46;0.0;0.0;0.0;1.0;0.0;1.0;0.79019;-4.7497353;0.20002;2.14609;0.92826;1.76277;-0.5715067;0.9471;0.24594;-0.0030394;-0.00061131;0.00028737;2.3038e-15;4.3722e-14
139.0;221.3;37.62;157.8;13.41;11.3;6.0;3.05;1.0;0.0;1.0;0.0;1.0;0.0;0.26298;0.55276;1.6486;-0.75559318;-0.4974687;0.87497;0.85551;0.21857;0.12771;0.0014845;0.00045743;-0.00013677;1.4193e-14;-5.3618e-14
95.0;141.1;23.99;211.4;17.97;5.9;6.0;1.59;3.0;0.0;1.0;0.0;1.0;0.0;-0.1656334;2.01866;-0.7643257;1.42501;0.4974;-0.7219;0.58387;-0.47092309;0.7161;0.0033963;-0.00016319;0.00020285;1.4187e-13;-4.8122e-14
80.0;166.4;28.29;238.3;20.26;10.7;4.0;2.89;4.0;0.0;1.0;0.0;0.0;1.0;-0.9818033;-1.3087795;-1.6422825;0.01199;-0.9442388;-1.6498;-0.0398703;-0.19681663;1.11989;-0.00027943;-0.0007256;0.00013638;-1.0797e-14;1.0034e-13
113.0;215.9;36.7;240.1;20.41;4.9;5.0;1.32;3.0;0.0;1.0;0.0;1.0;0.0;1.41863;2.17015;-1.3696521;1.02329;-0.5652332;-0.22251;0.40629;0.02144;1.16456;0.0032193;-0.00028604;-0.0002486;-5.7527e-14;1.188e-13
88.0;181.6;30.87;213.2;18.12;11.4;4.0;3.08;1.0;0.0;1.0;0.0;0.0;1.0;-1.1844828;-1.445529;-0.8740056;-0.26291666;-1.2580129;0.19989;-0.4084734;-0.22224364;-0.11033242;-0.0013318;0.00035173;-0.0001998;-8.063e-14;7.5648e-16
74.0;106.4;18.09;140.2;11.92;11.4;3.0;3.08;1.0;0.0;1.0;0.0;1.0;0.0;-1.9642801;0.7267;1.68164;0.1596;1.09502;-0.26886;-0.8061136;-0.01223184;-0.4618924;-0.0013348;-0.00044097;9.8231e-05;-2.5386e-14;6.1901e-14
48.0;128.2;21.79;48.1;4.09;8.9;3.0;2.4;0.0;0.0;1.0;0.0;1.0;0.0;-2.2017835;1.70822;3.60398;1.51058;-0.3515303;0.05713;-1.2552423;-0.4684122;-1.23843227;0.0032328;-0.00024219;-0.00033652;-8.9557e-14;1.3784e-13
163.0;178.7;30.38;215.7;18.33;10.6;2.0;2.86;4.0;0.0;1.0;0.0;1.0;0.0;0.20438;0.63223;-0.0670969;-0.5232911;0.47315;-0.99407;0.54018;1.88609;1.43679;0.0024581;0.0007758;-1.0256e-05;1.1361e-13;-1.6025e-13
56.0;150.9;25.65;161.8;13.75;11.7;5.0;3.16;3.0;0.0;1.0;0.0;1.0;0.0;-0.8883136;0.5396;1.39548;-0.35863166;0.6141;-1.2474;-0.2695215;-0.80946974;0.60039;-0.00033688;0.00049834;-0.00029086;-8.4561e-14;-4.2686e-15
64.0;168.0;28.56;192.4;16.35;10.1;3.0;2.73;2.0;0.0;1.0;0.0;1.0;0.0;-0.3338069;0.91342;0.43932;-0.17453606;0.39537;-0.49803;-0.9675492;-0.24583712;0.40483;-0.0023933;0.00069937;-8.4681e-05;-2.6996e-14;-9.8304e-14
116.0;182.8;31.08;212.7;18.08;11.0;2.0;2.97;1.0;0.0;1.0;0.0;0.0;1.0;-1.1475095;-1.3304502;-0.956262;-0.12949755;-1.3565302;0.29847;-0.5625746;0.8173;-0.08110376;0.0004858;-3.998e-05;0.00025745;1.1288e-13;-7.5294e-14
101.0;193.7;32.93;186.6;15.86;11.6;8.0;3.13;0.0;0.0;0.0;1.0;1.0;0.0;2.11444;-2.4471592;2.01022;2.03949;2.08926;1.95348;0.12928;-1.11944861;0.39461;0.0025598;0.00011179;6.9268e-05;9.2963e-14;-5.6283e-14
85.0;197.2;33.52;211.7;17.99;8.3;4.0;2.24;4.0;0.0;0.0;1.0;1.0;0.0;2.83788;-1.5393863;0.86241;3.11398;1.69499;-0.61999;-0.6458638;-0.11991628;2.08301;0.0015546;0.00073133;-0.00033934;-4.4038e-14;-4.3848e-14
90.0;76.1;12.94;290.3;24.68;10.8;3.0;2.92;0.0;0.0;1.0;0.0;1.0;0.0;-1.3352148;0.48325;-2.1595139;-0.50570445;2.8177;0.73316;-0.9094997;0.06053;-0.31323493;-0.0032779;-0.00065153;0.0001776;-5.2365e-14;8.7713e-14
73.0;182.3;30.99;199.2;16.93;18.0;5.0;4.86;1.0;0.0;1.0;0.0;1.0;0.0;-0.6858371;-1.385586;1.58702;-3.14886806;1.27651;0.18484;-0.4782376;-0.65962051;0.2087;0.00054045;0.00030551;-0.00014067;-2.0335e-14;-1.8313e-14
55.0;189.3;32.18;118.6;10.08;12.5;4.0;3.38;2.0;0.0;1.0;0.0;0.0;1.0;-1.8260105;-1.476153;1.63243;-0.00923785;-2.0871144;-0.87377;-0.617688;-0.63973314;-0.10974564;-0.0040753;0.00018533;-0.00013263;-1.2537e-13;2.5292e-14
76.0;160.1;27.22;168.7;14.34;9.5;4.0;2.57;3.0;0.0;1.0;0.0;0.0;1.0;-1.6128881;-0.7633385;-0.1668124;0.94501;-1.5821348;-1.2663;-0.1458833;-0.25450822;0.36101;-0.0040222;-3.0226e-05;0.00017736;-1.5349e-14;-3.0219e-14
157.0;220.7;37.52;119.3;10.14;11.5;7.0;3.11;4.0;0.0;1.0;0.0;1.0;0.0;0.1912;0.57009;2.61318;-0.45191095;-0.8229335;-0.87954;1.98693;0.50281;1.16;-0.0038794;6.1829e-05;2.5831e-06;-7.6179e-14;5.6679e-15
131.0;211.8;36.01;260.5;22.14;10.8;7.0;2.92;0.0;0.0;1.0;0.0;1.0;0.0;0.87181;0.40709;-0.9328683;-1.27254281;0.51012;1.72655;0.71522;-0.37083569;0.12989;-0.0032604;0.00041083;0.00023215;6.0212e-14;-1.375e-13
51.0;229.7;39.05;336.0;28.56;9.6;1.0;2.59;1.0;1.0;1.0;0.0;1.0;0.0;2.80436;0.45241;-3.0664177;-1.62380488;0.73477;-0.68311;-1.9226131;0.01819;-1.37688597;0.0020621;2.8814e-05;3.3904e-05;5.9657e-14;-2.6029e-14
166.0;220.7;37.52;177.8;15.11;12.4;9.0;3.35;1.0;0.0;1.0;0.0;1.0;0.0;0.39646;0.13122;1.35538;-1.27204614;-0.1158402;1.23651;2.11221;-0.12915546;0.23193;-0.0011444;0.00045008;1.2119e-05;1.8634e-14;-8.637e-14
66.0;87.6;14.89;262.0;22.27;9.2;5.0;2.48;1.0;0.0;1.0;0.0;1.0;0.0;-1.1416658;1.00979;-1.6551983;0.21987;2.1978;0.0761;-0.4940459;-0.83532564;-0.04624985;0.0042599;2.1488e-05;-0.00017641;1.9966e-14;3.1037e-14
49.0;266.3;45.27;207.8;17.66;14.0;2.0;3.78;2.0;1.0;1.0;0.0;1.0;0.0;2.18358;-0.4738865;0.8718;-2.50483233;-0.3968636;-1.5324;-1.3716083;-0.08169385;-1.3400098;0.00036698;0.00049027;-0.00014383;-1.0121e-14;-5.2452e-14
